1	6.860000000000199e-05
2	0.00012219999999998898
3	0.00017350000000000698
4	0.00025379999999999847
5	0.0005663999999999947
6	0.0004311999999999927
7	0.0005200000000000066
8	0.0006601999999999997
9	0.0007754999999999984
10	0.0008823999999999915
11	0.0010575000000000029
12	0.0012040999999999996
13	0.001411599999999999
14	0.0015492000000000006
15	0.0017279999999999934
16	0.0025199999999999945
17	0.0022320000000000118
18	0.0024163999999999852
19	0.0031799999999999884
20	0.0035287999999999986
21	0.003109699999999993
22	0.0033685999999999994
23	0.0036864000000000063
24	0.004032499999999994
25	0.004305599999999993
26	0.0050644000000000244
27	0.005401499999999976
28	0.005594600000000005
29	0.0066404000000000185
30	0.005917199999999984
31	0.007416200000000012
32	0.007387000000000005
33	0.007568799999999987
34	0.009144600000000003
35	0.014348899999999998
36	0.016050299999999962
37	0.018266099999999952
38	0.01983180000000001
39	0.0191925
40	0.0196809
41	0.013391399999999998
42	0.009998899999999977
43	0.010388799999999976
44	0.011134399999999989
45	0.011407500000000015
46	0.011785900000000016
47	0.012244399999999933
48	0.012800199999999928
49	0.01349749999999994
50	0.01386160000000003
51	0.014413099999999957
52	0.014958899999999997
53	0.015460699999999994
54	0.016149999999999998
55	0.016603800000000057
56	0.022248900000000016
57	0.01788630000000002
58	0.01834059999999993
59	0.022344400000000042
60	0.03799509999999995
61	0.029916500000000013
62	0.04237550000000001
63	0.04580620000000013
64	0.02628689999999989
65	0.030000200000000143
66	0.03827659999999988
67	0.0247930999999999
68	0.025415399999999977
69	0.026014099999999818
70	0.026779099999999945
71	0.027198100000000114
72	0.02819140000000009
73	0.029136599999999957
74	0.0302855999999998
75	0.030682399999999888
76	0.03134529999999991
77	0.03199060000000009
78	0.033024900000000024
79	0.033820400000000195
80	0.034466100000000166
81	0.035334899999999836
82	0.0363150000000001
83	0.03708360000000033
84	0.038509499999999974
85	0.038988000000000245
86	0.04040279999999985
87	0.04060060000000032
88	0.04185530000000037
89	0.0424815999999999
90	0.04417819999999972
91	0.04420629999999992
92	0.045014499999999735
93	0.045893799999999985
94	0.04737560000000007
95	0.04946800000000007
96	0.049683400000000155
97	0.05068690000000009
98	0.051403200000000204
99	0.053153500000000076
