100	0,0661557
200	0,1318916
300	0,2090319
400	0,2853752
500	0,3594033
600	0,4253155
700	0,5697108
800	0,737456
900	0,7086956
1000	1,2102458
1100	0,7655259
1200	0,8453927
1300	1,1396774
1400	1,3577435
1500	1,3701847
1600	1,128992
1700	1,2032976
1800	1,2791614
1900	1,3529335
2000	1,421743
2100	2,2455406
2200	2,8437757
2300	2,5257328
2400	2,5384306
2500	1,8591009
2600	1,9385719
2700	2,0229589
2800	2,0874428
2900	2,1677446
3000	2,244282
3100	2,3166883
3200	2,4681113
3300	2,8542222
3400	2,4436223
3500	2,5199266
3600	2,6924958
3700	2,9635191
3800	2,8696504
3900	2,9491208
4000	3,0344054
4100	3,0986261
4200	3,3410568
4300	4,0557563
4400	3,4194151
4500	3,2774813
4600	3,3385726
4700	4,0469988
4800	5,3863011
4900	4,1084308
