N	P_Index
Eratosfen	Simple_Check
10	5.0	0.00032290000000000096	0.00041200000000000264
20	7.0	0.00043520000000000364	0.0013080000000000036
30	9.0	0.0006803000000000017	0.001510499999999998
40	11.0	0.0009064000000000016	0.0021726999999999996
50	13.0	0.001122900000000003	0.0031483999999999956
60	15.0	0.0014614999999999975	0.004377399999999997
70	17.0	0.0016835999999999934	0.006408399999999995
80	19.0	0.001964300000000002	0.008288000000000004
90	21.0	0.0024651000000000117	0.009040500000000007
100	22.0	0.002656500000000006	0.012334700000000004
110	24.0	0.0028852999999999934	0.012954800000000002
120	26.0	0.0031119000000000008	0.015214400000000017
130	27.0	0.0033815000000000095	0.01648819999999998
140	29.0	0.0042211999999999805	0.019523399999999996
150	30.0	0.004148900000000011	0.021210499999999993
160	32.0	0.004226800000000003	0.02391660000000001
170	34.0	0.004527599999999993	0.026631000000000016
180	35.0	0.004959199999999997	0.02973300000000001
190	37.0	0.005198399999999992	0.03160109999999999
200	38.0	0.005378100000000052	0.03425529999999999
210	40.0	0.00571480000000002	0.0377808
220	41.0	0.006189200000000006	0.040476800000000035
230	43.0	0.0063389999999999835	0.04466350000000002
240	44.0	0.00704489999999991	0.046543
250	46.0	0.0073664999999999425	0.05121699999999996
260	47.0	0.008323099999999917	0.058289900000000006
270	49.0	0.007891299999999934	0.059128200000000075
280	50.0	0.008689100000000005	0.06312609999999996
290	52.0	0.008448600000000028	0.06861989999999996
300	53.0	0.00894600000000001	0.06477540000000004
310	55.0	0.008239399999999897	0.0684153999999999
320	56.0	0.009533799999999815	0.07687470000000007
330	57.0	0.010072300000000034	0.08456649999999999
340	59.0	0.01086179999999981	0.09014610000000012
350	60.0	0.011949200000000104	0.11302410000000007
360	62.0	0.010484699999999902	0.09020000000000006
370	63.0	0.010975399999999969	0.09461529999999985
380	64.0	0.012218400000000074	0.09977250000000004
390	66.0	0.01252870000000006	0.10444809999999993
400	67.0	0.012363499999999972	0.11174109999999993
410	69.0	0.012623300000000004	0.11355959999999987
420	70.0	0.01300139999999983	0.1651674999999999
430	71.0	0.025111899999999743	0.2579169000000001
440	73.0	0.026966100000000104	0.2734019999999999
450	74.0	0.027097399999999716	0.2727674000000002
460	76.0	0.026477099999999698	0.2927838999999999
470	77.0	0.028183499999999917	0.28613589999999967
480	78.0	0.027960600000000113	0.3129018999999995
490	80.0	0.028578500000000062	0.29582089999999983
500	81.0	0.030396899999999505	0.2504800000000005
510	82.0	0.016266600000000686	0.16407650000000018
520	84.0	0.017016199999999593	0.1758974000000002
530	85.0	0.01751590000000025	0.18276040000000027
540	86.0	0.01834639999999954	0.18242630000000037
550	88.0	0.017944700000000147	0.19475659999999984
560	89.0	0.019092299999999618	0.2050958000000005
570	90.0	0.01919299999999957	0.20477390000000018
580	92.0	0.01982779999999984	0.21307290000000023
590	93.0	0.020905299999999905	0.2263693
600	94.0	0.02084319999999984	0.2297767000000004
610	96.0	0.02073220000000031	0.24017170000000032
620	97.0	0.02159160000000071	0.24505890000000008
630	98.0	0.021475900000000436	0.2512810999999999
640	100.0	0.021981300000000203	0.2599454000000003
650	101.0	0.02238119999999988	0.26639950000000034
660	102.0	0.023118300000000147	0.27314119999999953
670	103.0	0.023069999999998814	0.277485200000001
680	105.0	0.02368130000000157	0.29194919999999946
690	106.0	0.024666299999999808	0.2967487999999996
700	107.0	0.024979200000000645	0.30810710000000086
710	109.0	0.025542399999999077	0.3198624999999993
720	110.0	0.025970799999999628	0.32382360000000077
730	111.0	0.026284199999999203	0.33164060000000006
740	113.0	0.0270223000000005	0.3436167000000001
750	114.0	0.027037699999999276	0.35126990000000013
760	115.0	0.027846699999999558	0.3597783999999997
770	116.0	0.02834959999999853	0.3661536999999999
780	118.0	0.02890619999999977	0.37893689999999935
790	119.0	0.029214299999999582	0.3875307999999986
800	120.0	0.02990080000000006	0.3929252999999999
810	121.0	0.030010700000000057	0.4050349000000004
820	123.0	0.030942600000001264	0.41786100000000026
830	124.0	0.030751399999999762	0.42128549999999976
840	125.0	0.030725900000000195	0.42988749999999953
850	127.0	0.031258099999998734	0.45055840000000025
860	128.0	0.03240200000000115	0.4557144000000015
870	129.0	0.03256680000000145	0.4656282999999988
880	130.0	0.03261009999999942	0.4575914999999995
890	132.0	0.03271349999999984	0.4962403000000002
900	133.0	0.0334493000000009	0.5343638999999989
910	134.0	0.03645700000000218	0.5056804000000028
920	135.0	0.03525510000000054	1.0126357000000006
930	137.0	0.038814199999997356	0.5995442000000004
940	138.0	0.04047149999999888	0.536685300000002
950	139.0	0.0353338999999977	0.530366100000002
960	140.0	0.035200399999997245	0.5567018000000026
970	142.0	0.037024500000001126	0.5796908999999992
980	143.0	0.039141499999999496	0.625900399999999
990	144.0	0.04027860000000061	0.6395143999999995
1000	145.0	0.04036580000000001	0.6435195
