1	5.899999999314787e-05
2	0.00010090000000673172
3	0.00016460000000506625
4	0.0002391000000159238
5	0.0003183000000035463
6	0.000396899999998368
7	0.00048370000001796143
8	0.0006051000000013573
9	0.0007799999999917873
10	0.0008607999999981075
11	0.0009978999999873395
12	0.0011611000000186777
13	0.0013085999999873366
14	0.0014596000000040021
15	0.001645200000012892
16	0.001791400000001886
17	0.0020142999999848143
18	0.0022637000000145235
19	0.0024954000000150245
20	0.0026340000000004693
21	0.002887800000024754
22	0.00319340000001489
23	0.003422700000015766
24	0.0036943000000064785
25	0.0038806000000022323
26	0.004171899999988682
27	0.004484899999994241
28	0.0048547000000098706
29	0.005320900000015172
30	0.0054576999999937925
31	0.005777899999998226
32	0.006139700000005632
33	0.006433600000008255
34	0.006992700000012064
35	0.007201600000001918
36	0.0076544000000069445
37	0.008313500000014074
38	0.008585300000021334
39	0.009124799999995048
40	0.01084090000000515
41	0.010462999999987233
42	0.010362999999983913
43	0.010790700000001152
44	0.010960500000010143
45	0.011593299999987039
46	0.011837200000002213
47	0.012298399999991716
48	0.012947700000012219
49	0.013305299999984754
50	0.014334900000022799
51	0.014424499999989848
52	0.01497209999999427
53	0.015527100000014116
54	0.016527599999989206
55	0.01707469999999489
56	0.017211499999973512
57	0.018206100000014658
58	0.019947399999978188
59	0.01943769999999745
60	0.019633400000003576
61	0.03485170000001858
62	0.045957200000003695
63	0.04763299999999049
64	0.032288399999998774
65	0.026735200000018722
66	0.030168400000007978
67	0.05746339999998895
68	0.02838740000001394
69	0.04605820000000449
70	0.058562800000004245
71	0.030167199999993954
72	0.02781189999998901
73	0.02886009999997441
74	0.02959580000000983
75	0.030538699999993923
76	0.03118410000001859
77	0.03255219999999781
78	0.03344770000001063
79	0.034101999999990085
80	0.034212000000025
81	0.03546309999998698
82	0.037140600000014956
83	0.03728990000001886
84	0.03773400000000038
85	0.03919980000000578
86	0.03935210000000211
87	0.04013499999999226
88	0.040977900000001455
89	0.041882599999979675
90	0.04296089999999708
91	0.043809699999997065
92	0.04478969999999549
93	0.046367700000018885
94	0.046662400000002435
95	0.047669600000006085
96	0.04975020000000541
97	0.05114549999998985
98	0.05116290000000845
99	0.052077099999991106
