N	Memory
516010	-0.21875
517010	0.03125
518010	0.0625
519010	0.0234375
520010	0.2890625
521010	0.0
522010	-0.22265625
523010	0.03515625
524010	-0.19921875
525010	0.0078125
526010	0.06640625
527010	0.0
528010	0.0625
529010	0.0234375
530010	0.0390625
531010	0.0
532010	-0.05078125
533010	-0.21875
534010	0.0546875
535010	0.0390625
536010	0.25
537010	0.3125
538010	0.0
539010	-0.1640625
540010	-0.0234375
541010	-0.22265625
542010	0.03125
543010	0.06640625
544010	0.0234375
545010	0.0390625
546010	0.0
547010	0.0625
548010	0.0
549010	-0.19921875
550010	0.0078125
551010	0.06640625
552010	0.0
553010	0.3125
554010	0.0234375
555010	0.0390625
556010	0.0
557010	-0.2265625
558010	0.03125
559010	0.09375
560010	-0.0234375
561010	0.0625
562010	0.0
563010	0.0625
564010	0.0234375
565010	-0.25
566010	0.03125
567010	0.0703125
568010	0.0
569010	0.3359375
570010	-0.0234375
571010	0.0625
572010	0.0
573010	-0.23046875
574010	0.0546875
575010	0.05078125
576010	0.0
577010	0.0625
578010	0.0
579010	0.04296875
580010	0.01953125
581010	-0.23046875
582010	0.03125
583010	0.32421875
584010	-0.2265625
585010	0.2890625
586010	-0.25
587010	0.0625
588010	-0.01171875
589010	-0.1953125
590010	0.0078125
591010	0.07421875
592010	0.0
593010	0.0625
594010	0.0234375
595010	0.0390625
596010	0.0
597010	-0.23046875
598010	0.03125
599010	0.09765625
600010	-0.0234375
601010	0.3125
602010	0.0
603010	0.0625
604010	0.0234375
605010	-0.2578125
606010	0.03125
607010	0.078125
608010	0.0
609010	0.0859375
610010	-0.0234375
611010	0.0625
612010	0.0
613010	-0.234375
614010	0.0546875
615010	0.0546875
616010	0.25
617010	0.0625
618010	0.0
619010	0.0859375
620010	-0.0234375
621010	-0.23828125
622010	0.03125
623010	0.08203125
624010	0.0234375
625010	0.0390625
626010	0.0
627010	0.0625
628010	0.0
629010	0.03515625
630010	0.0078125
631010	0.33203125
632010	0.0
633010	-0.1875
634010	0.0234375
635010	0.0390625
636010	-0.0234375
637010	-0.21875
638010	0.03125
639010	0.109375
640010	-0.0234375
641010	0.0625
642010	0.0
643010	0.0625
644010	0.0
645010	-0.2421875
646010	0.03125
647010	0.0859375
648010	0.25
649010	-0.1640625
650010	-0.05078125
651010	0.08984375
652010	-0.02734375
653010	-0.21875
654010	0.0546875
655010	0.06640625
656010	0.0
657010	0.0625
658010	0.0
659010	0.0859375
660010	-0.0234375
661010	-0.24609375
662010	0.0546875
663010	0.08984375
664010	0.2265625
665010	0.0
666010	0.0625
667010	0.0234375
668010	0.0625
669010	0.0
670010	-0.2421875
671010	0.0546875
672010	0.0625
673010	-0.0234375
674010	0.0625
675010	0.0
676010	0.0859375
677010	0.0
678010	0.03125
679010	0.00390625
680010	-0.16015625
681010	0.0
682010	0.0390625
683010	0.0
684010	0.0625
685010	0.0234375
686010	-0.21875
687010	0.03125
688010	0.0390625
689010	0.0234375
690010	0.0625
691010	-0.0234375
692010	0.0625
693010	0.0
694010	0.0546875
695010	0.27734375
696010	-0.18359375
697010	-0.0234375
698010	0.0859375
699010	0.0
700010	0.0390625
701010	0.0
702010	-0.22265625
703010	0.0546875
704010	0.06640625
705010	0.0
706010	0.00390625
707010	0.03515625
708010	0.0625
709010	0.0
710010	0.05078125
711010	0.02734375
712010	0.0703125
713010	-0.0234375
714010	0.0859375
715010	-0.0078125
716010	0.046875
717010	0.0
718010	-0.2265625
719010	0.0546875
720010	0.0703125
721010	0.0
722010	0.0390625
723010	0.0234375
724010	0.3125
725010	-0.2734375
726010	-0.2265625
727010	0.27734375
728010	0.09765625
729010	0.0
730010	0.0625
731010	-0.0234375
732010	0.0859375
733010	0.0
734010	-0.25390625
735010	0.03125
736010	0.07421875
737010	0.0234375
738010	0.0625
739010	0.0
740010	0.0390625
741010	0.26953125
742010	-0.48828125
743010	0.25390625
744010	-0.171875
745010	-0.00390625
746010	0.078125
747010	0.0
748010	0.05859375
749010	-0.02734375
750010	-0.2109375
751010	0.0234375
752010	0.05078125
753010	0.0
754010	0.05859375
755010	0.01953125
756010	0.0625
757010	0.25
758010	-0.01171875
759010	-0.20703125
760010	0.078125
761010	-0.0234375
762010	0.05859375
763010	-0.00390625
764010	0.078125
765010	0.0
766010	-0.25
767010	0.0234375
768010	0.0546875
769010	0.2421875
770010	0.00390625
771010	0.06640625
772010	0.0546875
773010	-0.00390625
774010	-0.02734375
775010	-0.203125
776010	0.078125
777010	-0.0234375
778010	0.0625
779010	-0.0078125
780010	0.07421875
781010	0.0
782010	-0.2421875
783010	0.00390625
784010	0.1015625
785010	-0.01171875
786010	0.03515625
787010	-0.0078125
788010	0.30859375
789010	-0.23828125
790010	0.00390625
791010	-0.2265625
792010	0.0546875
793010	0.01171875
794010	0.0625
795010	-0.0390625
796010	0.0625
797010	-0.0078125
798010	-0.2265625
799010	0.02734375
800010	0.08203125
801010	-0.0234375
802010	0.08203125
803010	-0.02734375
804010	0.30859375
805010	-0.23046875
806010	-0.00390625
807010	-0.22265625
808010	0.0625
809010	0.01953125
810010	0.046875
811010	-0.03515625
812010	0.0625
813010	-0.00390625
814010	-0.2265625
815010	0.02734375
816010	0.07421875
817010	-0.03125
818010	0.3359375
819010	-0.0078125
820010	-0.21484375
821010	0.2421875
822010	0.0
823010	-0.1953125
824010	0.03125
825010	0.0625
826010	-0.0234375
827010	0.0859375
828010	0.0
829010	0.0390625
830010	0.0
831010	-0.21875
832010	0.0546875
833010	0.0625
834010	0.0
835010	0.0078125
836010	0.0546875
837010	0.3125
838010	-0.0234375
839010	-0.22265625
840010	0.03125
841010	0.08984375
842010	0.0
843010	0.0625
844010	-0.02734375
845010	0.08984375
846010	0.0
847010	-0.2421875
848010	0.03125
849010	0.0625
850010	0.0859375
851010	0.0
852010	0.0625
853010	0.2265625
854010	0.0234375
855010	-0.21875
856010	0.0078125
857010	0.0625
858010	0.0
859010	0.0859375
860010	0.0
861010	0.0625
862010	-0.0234375
863010	-0.1953125
864010	0.03125
865010	0.0390625
866010	0.0
867010	0.0625
868010	0.0234375
869010	0.3125
870010	0.0
871010	-0.24609375
872010	0.0546875
873010	0.06640625
874010	-0.0234375
875010	0.0625
876010	0.0
877010	0.0859375
878010	0.0
879010	-0.22265625
880010	0.01171875
881010	0.09375
882010	0.0
883010	0.28515625
884010	0.0
885010	-0.1875
886010	0.02734375
887010	-0.2265625
888010	0.03125
889010	0.04296875
890010	0.02734375
891010	0.0625
892010	-0.02734375
893010	0.0625
894010	0.0
895010	-0.19921875
896010	0.03125
897010	0.0703125
898010	-0.02734375
899010	0.33984375
